Character,Chapter
Nurse Duckett,30.438352995604905
Nurse Duckett,30.44205412907703
Nurse Duckett,30.463566967383763
Nurse Duckett,30.466111496645848
Nurse Duckett,30.4823039555864
Nurse Duckett,30.48322923895443
Nurse Duckett,30.486699051584548
Nurse Duckett,30.529956049040017
Nurse Duckett,30.533194540828127
Nurse Duckett,30.54383529956049
Nurse Duckett,30.58038399259773
Nurse Duckett,30.615776081424936
Nurse Duckett,30.644459865833912
Nurse Duckett,30.66204024982651
Nurse Duckett,30.665741383298634
Nurse Duckett,30.66643534582466
Nurse Duckett,30.671755725190838
Nurse Duckett,30.696044413601665
Nurse Duckett,30.69789498033773
Nurse Duckett,30.703909322229933
Nurse Duckett,30.743465186213278
Nurse Duckett,30.75063613231552
Nurse Duckett,30.847790885958826
Nurse Duckett,32.55994487827285
Nurse Duckett,33.00095602294455
Nurse Duckett,33.007648183556405
Nurse Duckett,33.037603569152324
Nurse Duckett,33.077119184193755
Nurse Duckett,33.08508604206501
Nurse Duckett,33.927342256214146
Nurse Duckett,34.41405987218298
Nurse Duckett,34.416750756811304
Nurse Duckett,34.73730238816011
Nurse Duckett,34.83148335015136
Nurse Duckett,34.847965018499835
Nurse Duckett,34.851664984863774
Nurse Duckett,34.86242852337706
Nurse Duckett,34.924991590985535
Nurse Duckett,34.934746047763205
Nurse Duckett,34.97813656239489
Nurse Duckett,39.79341588643914
Nurse Duckett,42.75142435112893
Yossarian,1.0024807056229328
Yossarian,1.0055126791620728
Yossarian,1.0311466372657112
Yossarian,1.0468577728776185
Yossarian,1.0520948180815877
Yossarian,1.0551267916207276
Yossarian,1.0614663726571114
Yossarian,1.10529217199559
Yossarian,1.133406835722161
Yossarian,1.2472436604189636
Yossarian,1.2508269018743108
Yossarian,1.2557883131201764
Yossarian,1.2712238147739803
Yossarian,1.291896361631753
Yossarian,1.311742006615215
Yossarian,1.4503858875413451
Yossarian,1.4561742006615215
Yossarian,1.4630650496141124
Yossarian,1.4746416758544654
Yossarian,1.4864939360529217
Yossarian,1.546582138919515
Yossarian,1.5611907386990076
Yossarian,1.5620176405733186
Yossarian,1.5796582138919515
Yossarian,1.5862734288864389
Yossarian,1.5915104740904078
Yossarian,1.5948180815876516
Yossarian,1.6017089305402425
Yossarian,1.6108048511576625
Yossarian,1.6160418963616316
Yossarian,1.6278941565600882
Yossarian,1.6460859977949283
Yossarian,1.653252480705623
Yossarian,1.6620727673649394
Yossarian,1.6628996692392501
Yossarian,1.6642778390297686
Yossarian,1.667034178610805
Yossarian,1.6725468577728777
Yossarian,1.6791620727673648
Yossarian,1.6871554575523704
Yossarian,1.7053472987872107
Yossarian,1.7224366041896362
Yossarian,1.7271223814773982
Yossarian,1.74090407938258
Yossarian,1.7491730981256892
Yossarian,1.7566152149944874
Yossarian,1.7756339581036382
Yossarian,1.7866593164277838
Yossarian,1.790518191841235
Yossarian,1.7996141124586549
Yossarian,1.828555678059537
Yossarian,1.8423373759647188
Yossarian,1.8500551267916208
Yossarian,1.9782249173098125
Yossarian,1.9842888643880925
Yossarian,2.065207265952492
Yossarian,2.0693991616208662
Yossarian,2.087564042850489
Yossarian,2.0898928737773637
Yossarian,2.1094550535631114
Yossarian,2.135072193758733
Yossarian,2.143921751280857
Yossarian,2.190964136003726
Yossarian,2.2095947834187237
Yossarian,2.290172333488589
Yossarian,2.3060083837913368
Yossarian,2.3232417326502097
Yossarian,2.3488588728458315
Yossarian,2.3777363763390778
Yossarian,2.4438751746623195
Yossarian,2.4494643688868187
Yossarian,2.4615742897065673
Yossarian,2.4769445738239404
Yossarian,2.5426176059618073
Yossarian,2.5486725663716814
Yossarian,2.5626455519329294
Yossarian,2.585468095016302
Yossarian,2.5943176525384257
Yossarian,2.5947834187238006
Yossarian,2.5961807172799256
Yossarian,2.6045645086166744
Yossarian,2.6064275733581743
Yossarian,2.609222170470424
Yossarian,2.609687936655799
Yossarian,2.6106194690265485
Yossarian,2.630647414997671
Yossarian,2.6334420121099207
Yossarian,2.657196087564043
Yossarian,2.687936655798789
Yossarian,2.7559385188635304
Yossarian,2.777363763390778
Yossarian,2.8197484862598974
Yossarian,2.849091755938519
Yossarian,2.864462040055892
Yossarian,2.9231485794131347
Yossarian,2.945971122496507
Yossarian,3.0014822134387353
Yossarian,3.007411067193676
Yossarian,3.0118577075098814
Yossarian,3.0303853754940713
Yossarian,3.04100790513834
Yossarian,3.045701581027668
Yossarian,3.0479249011857705
Yossarian,3.0548418972332017
Yossarian,3.062005928853755
Yossarian,3.089673913043478
Yossarian,3.116600790513834
Yossarian,3.1227766798418974
Yossarian,3.137104743083004
Yossarian,3.1405632411067192
Yossarian,3.1440217391304346
Yossarian,3.149209486166008
Yossarian,3.1504446640316206
Yossarian,3.153409090909091
Yossarian,3.2270256916996045
Yossarian,3.234930830039526
Yossarian,3.345602766798419
Yossarian,3.3559782608695654
Yossarian,3.3572134387351777
Yossarian,3.3621541501976284
Yossarian,3.4172430830039526
Yossarian,3.5135869565217392
Yossarian,3.6897233201581026
Yossarian,3.7208498023715415
Yossarian,3.736907114624506
Yossarian,3.7381422924901186
Yossarian,3.800889328063241
Yossarian,3.813735177865613
Yossarian,3.8433794466403164
Yossarian,3.883399209486166
Yossarian,3.8858695652173916
Yossarian,3.8898221343873516
Yossarian,4.004
Yossarian,4.009454545454545
Yossarian,4.012727272727273
Yossarian,4.017454545454545
Yossarian,4.104363636363637
Yossarian,4.124363636363636
Yossarian,4.226545454545454
Yossarian,4.260363636363636
Yossarian,4.268363636363636
Yossarian,4.284
Yossarian,4.302909090909091
Yossarian,4.308
Yossarian,4.317818181818182
Yossarian,4.369818181818182
Yossarian,4.372727272727273
Yossarian,4.401454545454546
Yossarian,4.437818181818182
Yossarian,4.4603636363636365
Yossarian,4.469818181818182
Yossarian,4.563272727272727
Yossarian,4.568
Yossarian,4.884727272727273
Yossarian,4.899272727272727
Yossarian,4.911636363636363
Yossarian,4.914909090909091
Yossarian,5.006204535729568
Yossarian,5.009627727856226
Yossarian,5.0958493795464275
Yossarian,5.118100128369705
Yossarian,5.2445442875481385
Yossarian,5.251818570817287
Yossarian,5.291185280273855
Yossarian,5.300813008130081
Yossarian,5.325631151048353
Yossarian,5.399443731279418
Yossarian,5.405648267008986
Yossarian,5.447796320068464
Yossarian,5.478605049208387
Yossarian,5.489088575096277
Yossarian,5.516260162601626
Yossarian,5.538083012409071
Yossarian,5.5695335900727425
Yossarian,5.577021822849807
Yossarian,5.583868207103124
Yossarian,5.603551561831408
Yossarian,5.611895592640137
Yossarian,5.618100128369704
Yossarian,5.624518613607188
Yossarian,5.640564826700898
Yossarian,5.643346170303809
Yossarian,5.645913564398802
Yossarian,5.7599486521181005
Yossarian,5.768720581942661
Yossarian,5.773855370132649
Yossarian,5.790543431750107
Yossarian,5.817928968763372
Yossarian,5.819854514334617
Yossarian,5.821566110397946
Yossarian,5.858365425759521
Yossarian,5.860290971330766
Yossarian,5.866495507060334
Yossarian,5.870132648694908
Yossarian,5.885537013264869
Yossarian,5.906931964056483
Yossarian,5.92255027813436
Yossarian,5.928968763371844
Yossarian,5.935173299101412
Yossarian,5.958921694480103
Yossarian,5.967693624304664
Yossarian,5.982028241335045
Yossarian,5.989730423620026
Yossarian,5.9933675652546
Yossarian,6.221515326778484
Yossarian,6.260844418739156
Yossarian,6.26951995373048
Yossarian,6.338635049161365
Yossarian,6.40803932909196
Yossarian,6.422498554077501
Yossarian,6.426836321573163
Yossarian,6.4386928860613075
Yossarian,6.454598033545402
Yossarian,6.457779063042221
Yossarian,6.466743782533256
Yossarian,6.5106998264893
Yossarian,6.515615962984384
Yossarian,6.525448235974552
Yossarian,6.599768652400232
Yossarian,6.606130711393869
Yossarian,6.608444187391556
Yossarian,6.899074609600925
Yossarian,6.905147484094853
Yossarian,6.916714864083286
Yossarian,6.92539039907461
Yossarian,6.932041642567959
Yossarian,6.959514170040486
Yossarian,6.97541931752458
Yossarian,6.987854251012146
Yossarian,6.997686524002313
Yossarian,7.008513425016372
Yossarian,7.038637851997381
Yossarian,7.069089718402096
Yossarian,7.0841519318926
Yossarian,7.104780615586116
Yossarian,7.123117223313687
Yossarian,7.1548788474132285
Yossarian,7.158480681074002
Yossarian,7.166666666666667
Yossarian,7.1967910936476756
Yossarian,7.207269155206287
Yossarian,7.2524557956777995
Yossarian,7.284872298624754
Yossarian,7.299279633267846
Yossarian,7.368696791093647
Yossarian,7.382449246889325
Yossarian,7.436804191224623
Yossarian,7.445645055664702
Yossarian,7.452848722986247
Yossarian,7.461362148002619
Yossarian,7.472167648984938
Yossarian,7.492141453831041
Yossarian,7.528159790438769
Yossarian,7.551735428945645
Yossarian,7.592337917485265
Yossarian,7.643418467583497
Yossarian,7.699410609037328
Yossarian,7.7167648984937784
Yossarian,7.754420432220039
Yossarian,7.782907662082515
Yossarian,7.796005239030779
Yossarian,7.8166339227242965
Yossarian,7.847740667976424
Yossarian,7.9079895219384415
Yossarian,7.939096267190569
Yossarian,7.974459724950884
Yossarian,7.991159135559921
Yossarian,8.004018369690012
Yossarian,8.007654037504784
Yossarian,8.010141599693839
Yossarian,8.02851128970532
Yossarian,8.062571756601608
Yossarian,8.103520857252201
Yossarian,8.116341370072714
Yossarian,8.142173746651359
Yossarian,8.144278606965175
Yossarian,8.153654802908534
Yossarian,8.158438576349024
Yossarian,8.205893608878684
Yossarian,8.212590891695369
Yossarian,8.225985457328742
Yossarian,8.231917336394948
Yossarian,8.233448143895906
Yossarian,8.242058936088787
Yossarian,8.333907386146192
Yossarian,8.343283582089553
Yossarian,8.751817833907387
Yossarian,8.752965939533103
Yossarian,8.753539992345962
Yossarian,8.753731343283581
Yossarian,8.75468809797168
Yossarian,8.756410256410255
Yossarian,8.761002678913126
Yossarian,8.865480290853425
Yossarian,8.886528893991581
Yossarian,8.888442403367776
Yossarian,8.892460773057788
Yossarian,8.895331037122082
Yossarian,8.970914657481822
Yossarian,8.977611940298507
Yossarian,8.978185993111365
Yossarian,9.600762527233115
Yossarian,9.882679738562091
Yossarian,9.887581699346406
Yossarian,9.888344226579521
Yossarian,9.903376906318083
Yossarian,9.903703703703703
Yossarian,9.905119825708061
Yossarian,9.906753812636165
Yossarian,9.907298474945534
Yossarian,9.907407407407408
Yossarian,9.911764705882353
Yossarian,9.912527233115469
Yossarian,9.91557734204793
Yossarian,9.92723311546841
Yossarian,9.927668845315903
Yossarian,9.928649237472767
Yossarian,9.935076252723311
Yossarian,9.943028322440087
Yossarian,10.048201705598814
Yossarian,10.32109751575825
Yossarian,10.346681497960697
Yossarian,10.504634779384501
Yossarian,10.511308861698183
Yossarian,10.666295884315907
Yossarian,10.96848350018539
Yossarian,10.971449758991472
Yossarian,10.973303670745272
Yossarian,10.976640711902114
Yossarian,12.118620133145047
Yossarian,12.136574541053056
Yossarian,12.27133346782328
Yossarian,12.291708694775066
Yossarian,12.297760742384506
Yossarian,12.31632035505346
Yossarian,12.348396207383498
Yossarian,12.356062134355456
Yossarian,12.377042566068187
Yossarian,12.394996973976195
Yossarian,12.400847286665321
Yossarian,12.40548718983256
Yossarian,12.459148678636272
Yossarian,12.471656243695783
Yossarian,12.485979423038128
Yossarian,12.49808351825701
Yossarian,12.506959854750857
Yossarian,12.520476094411944
Yossarian,12.526326407101068
Yossarian,12.552350211821667
Yossarian,12.560823078474884
Yossarian,12.578374016542263
Yossarian,12.584627799072019
Yossarian,12.608432519669154
Yossarian,12.620334879967722
Yossarian,12.661287068791609
Yossarian,12.667540851321364
Yossarian,12.667944321161993
Yossarian,12.681460560823078
Yossarian,12.80714141617914
Yossarian,12.80754488601977
Yossarian,12.808755295541658
